"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",35,847,4,886,2021-03-10
"20 - 24",6,286,1,293,2021-03-10
"25 - 29",12,480,2,494,2021-03-10
"30 - 34",23,674,5,702,2021-03-10
"35 - 39",30,778,8,816,2021-03-10
"40 - 44",36,1041,8,1085,2021-03-10
"45 - 49",58,1723,21,1802,2021-03-10
"50 - 54",85,2762,57,2904,2021-03-10
"55 - 59",125,3445,89,3659,2021-03-10
"60 - 64",145,3748,181,4074,2021-03-10
"65 - 69",146,3615,383,4144,2021-03-10
"70 - 74",219,4484,783,5486,2021-03-10
"75 - 79",212,4344,1312,5868,2021-03-10
"80 - 84",184,3730,1618,5532,2021-03-10
"85 - 89",109,2357,1273,3739,2021-03-10
">90",41,1015,518,1574,2021-03-10
