"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",35,1268,6,1309,2021-06-29
"20 - 24",4,426,3,433,2021-06-29
"25 - 29",10,724,2,736,2021-06-29
"30 - 34",6,1080,10,1096,2021-06-29
"35 - 39",7,1271,11,1289,2021-06-29
"40 - 44",11,1622,12,1645,2021-06-29
"45 - 49",11,2763,25,2799,2021-06-29
"50 - 54",33,4330,73,4436,2021-06-29
"55 - 59",28,5320,128,5476,2021-06-29
"60 - 64",24,5326,239,5589,2021-06-29
"65 - 69",22,5285,500,5807,2021-06-29
"70 - 74",42,6229,1056,7327,2021-06-29
"75 - 79",37,5839,1721,7597,2021-06-29
"80 - 84",31,4541,1954,6526,2021-06-29
"85 - 89",23,2782,1441,4246,2021-06-29
">90",7,1217,601,1825,2021-06-29
