"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",19,811,4,834,2021-02-25
"20 - 24",6,273,0,279,2021-02-25
"25 - 29",11,470,2,483,2021-02-25
"30 - 34",13,641,5,659,2021-02-25
"35 - 39",22,740,8,770,2021-02-25
"40 - 44",35,987,8,1030,2021-02-25
"45 - 49",56,1630,20,1706,2021-02-25
"50 - 54",85,2622,57,2764,2021-02-25
"55 - 59",111,3279,82,3472,2021-02-25
"60 - 64",113,3594,172,3879,2021-02-25
"65 - 69",138,3467,363,3968,2021-02-25
"70 - 74",228,4277,749,5254,2021-02-25
"75 - 79",213,4181,1250,5644,2021-02-25
"80 - 84",211,3549,1547,5307,2021-02-25
"85 - 89",133,2251,1223,3607,2021-02-25
">90",51,981,498,1530,2021-02-25
