"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","IC_Cumulative","Hospital_Currently","IC_Deaths_Cumulative","IC_Discharge_Cumulative","IC_Discharge_InHospital","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul"
"2020-06-06",3,6,2,0,121,51,2872,227,841,1712,161,9,2,1928,46
"2020-06-07",3,9,3,0,120,50,2875,225,841,1714,161,12,3,1937,46
"2020-06-08",9,8,0,0,119,49,2876,230,841,1730,153,17,0,1945,46
"2020-06-09",9,9,2,0,111,48,2878,212,841,1741,146,18,2,1954,46
"2020-06-10",5,6,2,0,108,48,2880,194,842,1754,137,11,2,1960,46
"2020-06-11",14,12,1,0,104,48,2881,200,843,1765,132,26,1,1972,46
"2020-06-12",7,4,3,0,101,47,2884,192,844,1773,127,11,3,1976,46
"2020-06-13",4,4,2,0,99,45,2886,170,845,1773,127,8,2,1980,46
"2020-06-14",2,5,0,0,98,44,2886,166,847,1774,126,7,0,1985,46
"2020-06-15",5,5,1,0,97,44,2887,170,848,1792,118,10,1,1990,46
"2020-06-16",7,6,2,0,89,44,2889,168,850,1798,116,13,2,1996,46
"2020-06-17",6,10,0,0,82,42,2889,162,851,1804,116,16,0,2006,46
"2020-06-18",2,13,1,0,75,41,2890,166,852,1811,116,15,1,2019,46
"2020-06-19",3,10,0,0,69,38,2891,164,853,1821,108,13,0,2029,46
"2020-06-20",4,5,2,0,67,38,2893,147,854,1821,111,9,2,2034,46
"2020-06-21",4,9,0,0,63,36,2893,150,855,1821,111,13,0,2043,46
"2020-06-22",6,8,3,1,66,38,2897,157,856,1826,113,14,4,2051,47
"2020-06-23",6,9,1,0,59,35,2898,154,857,1832,110,15,1,2060,47
"2020-06-24",3,12,1,1,56,34,2900,151,858,1839,106,15,2,2072,48
"2020-06-25",8,8,1,0,53,33,2901,155,858,1845,105,16,1,2080,48
"2020-06-26",3,5,0,0,48,31,2901,154,859,1849,105,8,0,2085,48
"2020-06-27",0,1,0,0,44,29,2901,130,860,1849,108,1,0,2086,48
"2020-06-28",4,9,0,0,40,28,2901,137,860,1849,108,13,0,2095,48
"2020-06-29",8,7,0,0,40,28,2901,150,860,1853,107,15,0,2102,48
"2020-06-30",2,4,2,0,39,27,2903,135,860,1859,104,6,2,2106,48
"2020-07-01",3,4,0,0,35,25,2903,128,860,1862,102,7,0,2110,48
"2020-07-02",4,3,1,1,36,26,2905,123,861,1866,100,7,2,2113,49
"2020-07-03",4,6,0,0,33,25,2905,123,861,1874,92,10,0,2119,49
"2020-07-04",0,2,1,0,34,25,2906,114,861,1874,93,2,1,2121,49
"2020-07-05",1,4,0,0,33,24,2906,115,861,1875,93,5,0,2125,49
"2020-07-06",2,5,0,0,32,23,2906,123,862,1880,90,7,0,2130,49
"2020-07-07",3,5,1,0,30,22,2907,125,863,1883,89,8,1,2135,49
"2020-07-08",3,7,2,0,27,22,2909,126,863,1886,87,10,2,2142,49
"2020-07-09",3,7,1,0,27,21,2910,126,863,1889,84,10,1,2149,49
"2020-07-10",5,6,2,0,29,21,2912,133,864,1889,85,11,2,2155,49
"2020-07-11",2,1,0,0,26,19,2912,120,864,1889,85,3,0,2156,49
"2020-07-12",3,3,1,0,27,19,2913,122,865,1891,84,6,1,2159,49
"2020-07-13",4,5,0,0,26,20,2913,132,866,1892,85,9,0,2164,49
"2020-07-14",5,4,0,0,23,20,2913,133,866,1893,85,9,0,2168,49
"2020-07-15",1,4,1,0,23,19,2914,123,866,1897,83,5,1,2172,49
"2020-07-16",2,8,1,0,22,19,2915,123,866,1901,79,10,1,2180,49
"2020-07-17",5,3,0,0,24,18,2915,123,866,1901,80,8,0,2183,49
"2020-07-18",4,7,0,0,23,17,2915,125,866,1901,80,11,0,2190,49
"2020-07-19",4,3,1,0,25,17,2916,131,866,1901,81,7,1,2193,49
"2020-07-20",3,7,0,0,24,17,2916,139,866,1906,77,10,0,2200,49
"2020-07-21",8,7,2,0,25,17,2918,142,866,1908,78,15,2,2207,49
"2020-07-22",3,2,1,0,23,17,2919,133,867,1911,76,5,1,2209,49
"2020-07-23",8,9,1,0,22,17,2920,141,867,1913,76,17,1,2218,49
"2020-07-24",9,3,1,1,22,17,2922,137,867,1916,77,12,2,2221,50
"2020-07-25",8,6,1,0,19,15,2923,138,867,1917,78,14,1,2227,50
"2020-07-26",3,3,1,0,19,14,2925,141,867,1917,78,6,1,2230,50
"2020-07-27",5,7,4,0,23,17,2929,149,867,1919,77,12,4,2237,50
"2020-07-28",9,3,0,0,22,17,2929,150,868,1921,76,12,0,2240,50
"2020-07-29",4,3,0,0,21,16,2929,145,869,1922,76,7,0,2243,50
"2020-07-30",11,4,3,1,25,17,2933,147,869,1925,74,15,4,2247,51
"2020-07-31",9,2,4,0,28,19,2937,151,870,1925,73,11,4,2249,51
"2020-08-01",6,5,2,0,28,19,2939,151,870,1926,73,11,2,2254,51
"2020-08-02",9,1,2,0,29,20,2941,160,870,1926,73,10,2,2255,51
"2020-08-03",11,6,4,0,33,22,2945,172,870,1926,75,17,4,2261,51
"2020-08-04",8,10,3,0,34,24,2948,175,871,1927,76,18,3,2271,51
"2020-08-05",7,7,2,0,33,23,2950,173,871,1930,73,14,2,2278,51
"2020-08-06",9,5,2,0,35,25,2952,174,871,1931,72,14,2,2283,51
"2020-08-07",11,7,1,0,35,24,2953,184,871,1932,70,18,1,2290,51
"2020-08-08",14,5,1,0,36,25,2954,184,871,1932,71,19,1,2295,51
"2020-08-09",12,9,5,1,41,28,2960,199,873,1933,74,21,6,2304,52
"2020-08-10",11,9,4,0,40,29,2965,211,873,1934,74,20,4,2313,52
"2020-08-11",23,8,3,0,43,29,2969,228,874,1935,76,31,3,2321,52
"2020-08-12",17,7,4,1,44,27,2974,239,874,1936,80,24,5,2328,53
"2020-08-13",16,13,4,0,43,28,2978,241,874,1937,80,29,4,2341,53
"2020-08-14",12,9,7,1,49,29,2986,241,875,1938,83,21,8,2350,54
"2020-08-15",14,9,1,1,47,29,2988,239,876,1938,87,23,2,2359,55
"2020-08-16",14,12,5,1,49,31,2994,252,877,1939,86,26,6,2371,56
"2020-08-17",14,11,6,1,55,32,3001,269,879,1942,87,25,7,2382,57
"2020-08-18",10,11,2,1,51,33,3004,267,879,1945,86,21,3,2393,58
"2020-08-19",11,5,3,0,51,31,3007,262,879,1949,85,16,3,2398,58
"2020-08-20",16,7,5,0,53,35,3012,266,879,1952,83,23,5,2405,58
"2020-08-21",13,12,5,0,57,35,3017,261,880,1955,84,25,5,2417,58
"2020-08-22",9,8,0,0,52,33,3017,248,880,1955,85,17,0,2425,58
"2020-08-23",8,14,5,0,56,36,3022,258,880,1957,84,22,5,2439,58
"2020-08-24",6,48,2,4,59,38,3027,307,881,1958,89,54,6,2487,62
"2020-08-25",1,5,1,0,53,33,3028,301,881,1958,90,6,1,2492,62
