"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,17,1957,167
2,99,4329,446
3,99,5447,643
4,83,5615,710
5,89,4966,800
6,62,4214,712
7,53,3367,621
8,60,2933,521
9,36,2316,442
10,32,1892,391
11,37,1540,302
12,34,1304,248
13,15,980,234
14,21,855,172
15,21,762,149
16,26,601,115
17,11,480,125
18,18,453,89
19,13,393,88
20,10,306,72
21,5,237,51
22,10,255,55
23,10,246,38
24,20,196,40
25,5,138,35
26,8,118,28
27,3,133,23
28,8,149,30
29,8,104,20
30,13,104,15
31,3,73,17
32,4,80,12
33,8,68,17
34,2,60,14
35,4,56,13
36,6,51,13
37,9,52,6
38,5,41,6
39,6,30,6
40,5,43,8
41,4,31,6
42,5,33,2
43,5,30,3
44,3,34,4
45,3,29,6
46,4,31,3
47,0,23,9
48,8,18,2
49,5,26,2
50,3,22,3
51,3,21,1
52,4,10,0
53,0,12,2
54,3,19,1
55,1,11,2
56,3,11,1
57,1,10,1
58,1,10,0
59,0,9,1
60,3,6,1
