"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,25,980,94
2,149,2063,243
3,88,2277,319
4,68,2438,352
5,92,2111,379
6,102,1845,328
7,73,1468,297
8,51,1249,209
9,62,958,199
10,51,821,168
11,33,625,125
12,36,534,88
13,45,442,96
14,32,360,55
15,34,315,55
16,30,237,46
17,31,187,50
18,8,181,29
19,21,161,26
20,26,124,26
21,17,83,26
22,21,85,23
23,21,90,15
24,16,69,20
25,7,55,14
26,15,49,12
27,10,52,5
28,14,50,13
29,9,32,4
30,24,32,5
31,9,21,5
32,9,30,1
33,11,27,5
34,11,23,3
35,9,25,6
36,14,19,4
37,11,16,4
38,8,15,2
39,3,10,2
40,9,14,0
41,8,5,1
42,14,17,0
43,14,11,1
44,6,8,2
45,5,14,5
46,6,12,2
47,6,8,2
48,4,4,0
49,3,12,1
50,9,8,2
51,3,6,0
52,0,3,0
53,4,5,0
54,3,11,0
55,2,3,1
56,3,5,1
57,4,3,0
58,0,2,0
59,3,1,1
60,0,1,1
