"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,20,1537,148
2,111,3241,386
3,133,3911,554
4,123,4146,607
5,115,3698,669
6,105,3154,590
7,92,2531,517
8,58,2210,419
9,47,1735,369
10,61,1419,328
11,40,1155,240
12,30,999,207
13,33,769,192
14,35,649,135
15,19,591,119
16,15,461,92
17,20,373,103
18,19,352,70
19,14,301,72
20,11,245,55
21,23,188,48
22,12,193,46
23,10,198,33
24,16,165,36
25,9,116,30
26,10,93,26
27,12,110,17
28,11,110,23
29,6,80,17
30,5,85,15
31,9,58,15
32,2,62,8
33,0,55,12
34,12,53,9
35,4,49,13
36,4,44,13
37,4,44,4
38,7,35,5
39,7,29,5
40,5,34,5
41,6,24,4
42,5,26,2
43,5,29,3
44,3,27,3
45,3,27,6
46,1,22,3
47,3,21,6
48,7,14,2
49,2,21,2
50,0,14,3
51,3,19,0
52,4,8,0
53,4,8,2
54,0,17,2
55,2,9,1
56,5,8,1
57,4,6,1
58,3,9,0
59,0,5,1
60,3,7,1
