"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,47,1097,107
2,216,2311,264
3,187,2529,351
4,149,2686,379
5,150,2336,414
6,86,2073,361
7,66,1604,323
8,102,1381,235
9,64,1086,217
10,59,899,188
11,48,689,141
12,51,594,105
13,23,497,108
14,29,398,65
15,38,357,64
16,27,265,57
17,37,217,58
18,25,207,33
19,24,192,38
20,17,144,29
21,15,99,28
22,18,109,28
23,17,107,20
24,21,89,21
25,11,62,17
26,16,52,13
27,12,62,8
28,10,64,14
29,9,43,6
30,18,46,7
31,9,28,6
32,12,32,3
33,17,34,7
34,14,29,3
35,4,27,8
36,10,24,4
37,15,23,4
38,9,16,3
39,11,12,3
40,17,22,0
41,9,7,2
42,6,20,0
43,12,13,1
44,10,15,2
45,6,17,5
46,7,13,2
47,9,9,3
48,6,4,0
49,3,15,1
50,10,9,2
51,6,9,0
52,5,2,0
53,11,5,1
54,7,13,0
55,5,4,0
56,3,4,2
57,3,3,0
58,7,3,0
59,8,3,1
60,8,1,1
