"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,36,1272,123
2,216,2686,316
3,158,3070,429
4,115,3223,454
5,150,2785,494
6,130,2468,435
7,105,1930,396
8,111,1681,308
9,111,1301,268
10,52,1071,238
11,65,854,182
12,50,750,139
13,55,604,139
14,51,477,93
15,38,447,84
16,47,339,72
17,30,261,78
18,26,260,44
19,22,222,52
20,30,171,41
21,20,129,32
22,24,133,37
23,18,134,26
24,9,112,23
25,7,75,24
26,11,65,13
27,24,80,11
28,15,78,17
29,17,52,10
30,16,58,10
31,7,36,8
32,4,40,5
33,14,44,9
34,7,34,5
35,6,30,8
36,11,25,5
37,4,24,4
38,6,21,3
39,3,21,3
40,4,32,2
41,6,10,3
42,4,22,1
43,6,18,2
44,5,14,3
45,5,23,5
46,2,12,2
47,4,15,4
48,4,6,0
49,6,20,2
50,3,9,3
51,5,12,1
52,3,5,0
53,0,5,2
54,2,14,0
55,6,7,0
56,3,5,1
57,0,5,1
58,1,7,0
59,2,3,1
60,0,4,1
