"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,33,1311,125
2,225,2767,327
3,115,3187,445
4,118,3371,478
5,136,2920,522
6,109,2569,462
7,83,1993,412
8,70,1753,325
9,77,1378,283
10,48,1126,260
11,43,899,187
12,56,774,157
13,43,632,144
14,40,501,99
15,46,474,92
16,40,348,74
17,27,284,83
18,33,278,44
19,22,234,54
20,22,192,43
21,25,148,32
22,25,145,39
23,20,143,26
24,12,117,27
25,12,77,24
26,17,69,14
27,20,85,11
28,14,82,18
29,17,53,11
30,13,62,13
31,5,42,8
32,5,43,5
33,7,48,10
34,17,37,5
35,13,37,8
36,13,27,8
37,12,26,4
38,6,22,3
39,4,17,4
40,13,30,2
41,7,9,3
42,3,22,1
43,4,21,2
44,4,16,3
45,4,20,5
46,3,18,2
47,2,16,4
48,4,8,0
49,2,20,2
50,3,10,3
51,4,11,0
52,4,6,0
53,2,6,2
54,2,13,0
55,1,6,0
56,4,2,1
57,2,3,0
58,5,8,1
59,0,2,1
60,0,5,1
