"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,24,1509,146
2,131,3164,383
3,99,3828,549
4,130,4054,593
5,113,3613,660
6,80,3095,581
7,75,2477,507
8,91,2171,410
9,45,1706,363
10,37,1386,323
11,42,1129,237
12,29,976,202
13,22,758,189
14,17,632,135
15,38,586,117
16,15,452,91
17,16,372,102
18,19,342,69
19,20,292,69
20,17,237,55
21,17,183,48
22,18,190,46
23,10,196,31
24,6,160,35
25,11,108,28
26,10,91,24
27,6,108,16
28,13,109,23
29,7,81,18
30,3,79,15
31,8,61,15
32,7,58,7
33,7,56,11
34,6,50,9
35,5,48,12
36,7,45,12
37,9,43,4
38,5,32,5
39,5,25,5
40,2,35,5
41,4,21,4
42,5,26,2
43,2,28,3
44,0,27,3
45,2,29,6
46,4,22,3
47,4,19,6
48,0,13,3
49,2,22,2
50,4,15,3
51,4,15,1
52,3,8,0
53,0,10,2
54,3,17,1
55,1,10,1
56,1,8,2
57,4,9,0
58,0,9,0
59,3,6,1
60,1,6,1
