"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,30,1215,117
2,181,2569,290
3,176,2909,400
4,127,3054,428
5,136,2653,467
6,164,2314,406
7,120,1821,378
8,170,1553,284
9,91,1195,250
10,85,1012,222
11,71,786,166
12,77,680,127
13,59,549,126
14,51,451,80
15,50,409,81
16,34,303,66
17,22,237,71
18,31,239,39
19,34,208,47
20,28,160,36
21,37,118,31
22,29,118,35
23,19,123,24
24,9,100,22
25,22,69,22
26,14,60,13
27,14,71,11
28,11,70,15
29,16,46,10
30,13,51,8
31,5,35,7
32,8,42,5
33,11,40,9
34,8,32,4
35,14,32,8
36,7,24,5
37,8,23,4
38,4,21,3
39,5,15,3
40,8,26,1
41,7,9,2
42,6,22,1
43,10,16,2
44,7,16,2
45,4,22,5
46,4,14,2
47,10,14,3
48,7,9,0
49,3,18,3
50,10,10,2
51,9,10,0
52,4,4,0
53,3,7,2
54,7,14,0
55,6,4,0
56,9,2,1
57,6,5,0
58,6,4,0
59,4,3,1
60,8,3,1
