"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,22,1504,146
2,128,3142,383
3,139,3796,549
4,101,4032,589
5,99,3591,655
6,109,3077,579
7,61,2462,503
8,38,2161,408
9,58,1703,360
10,42,1377,319
11,27,1112,235
12,22,967,201
13,43,754,189
14,23,633,134
15,17,585,115
16,19,452,92
17,23,371,101
18,17,343,68
19,15,294,69
20,19,236,54
21,12,182,48
22,7,191,46
23,12,196,31
24,9,158,34
25,5,109,28
26,13,91,24
27,7,109,17
28,3,105,23
29,8,82,17
30,8,79,15
31,8,58,15
32,6,58,7
33,6,57,11
34,7,52,9
35,8,49,12
36,5,45,12
37,5,40,4
38,2,29,5
39,4,26,5
40,6,35,5
41,3,19,3
42,1,27,2
43,3,32,4
44,3,25,3
45,4,26,6
46,0,22,3
47,2,21,6
48,4,15,2
49,3,21,3
50,3,13,3
51,0,16,0
52,3,8,0
53,1,11,2
54,1,19,2
55,4,12,1
56,0,6,1
57,3,7,0
58,1,8,0
59,2,5,1
60,4,7,1
