"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,26,1383,136
2,175,2887,358
3,90,3450,498
4,100,3668,536
5,122,3227,579
6,93,2809,527
7,72,2196,447
8,70,1928,363
9,74,1512,323
10,51,1247,290
11,32,999,204
12,38,865,177
13,33,681,167
14,31,559,114
15,25,522,99
16,24,404,82
17,19,326,90
18,14,317,52
19,27,264,63
20,18,206,47
21,11,165,44
22,17,170,40
23,21,167,30
24,11,139,32
25,8,94,26
26,12,76,21
27,15,93,13
28,8,97,21
29,11,67,16
30,14,76,14
31,9,51,13
32,12,51,6
33,11,53,11
34,16,46,7
35,11,43,10
36,15,35,9
37,9,31,4
38,6,27,3
39,5,23,4
40,8,32,4
41,5,14,3
42,8,26,2
43,4,22,3
44,6,21,3
45,3,25,5
46,3,20,1
47,3,17,5
48,5,8,1
49,3,19,2
50,4,11,3
51,5,14,0
52,2,6,0
53,2,5,2
54,3,16,1
55,12,8,1
56,7,4,1
57,9,6,0
58,7,8,0
59,5,4,1
60,2,6,1
