"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,22,1417,140
2,144,2950,371
3,176,3540,515
4,111,3782,546
5,71,3351,604
6,107,2905,540
7,83,2287,463
8,55,2009,376
9,66,1566,339
10,45,1284,297
11,27,1040,211
12,35,900,186
13,25,705,175
14,37,591,120
15,25,541,109
16,15,415,85
17,29,342,94
18,17,324,60
19,10,271,64
20,21,218,49
21,14,171,45
22,7,179,42
23,10,174,30
24,6,146,33
25,4,101,27
26,6,89,23
27,10,100,13
28,13,101,21
29,3,71,16
30,6,76,14
31,8,56,13
32,5,54,7
33,5,56,11
34,8,48,8
35,11,43,11
36,4,38,10
37,7,36,5
38,8,32,3
39,3,23,5
40,6,32,5
41,5,14,3
42,6,24,2
43,7,25,3
44,3,20,3
45,2,27,6
46,5,18,1
47,5,19,5
48,5,10,1
49,1,22,3
50,5,13,3
51,2,15,0
52,2,6,0
53,2,5,2
54,3,17,1
55,3,8,1
56,4,4,1
57,2,6,0
58,4,8,0
59,6,6,1
60,2,7,1
