"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,2056,172
2,20,4544,460
3,20,5704,652
4,23,5885,726
5,9,5230,810
6,10,4429,723
7,7,3545,637
8,7,3091,532
9,5,2423,454
10,1,2007,400
11,4,1638,309
12,4,1376,258
13,3,1044,247
14,0,896,180
15,1,808,153
16,1,640,121
17,2,524,128
18,0,467,95
19,1,412,93
20,0,326,74
21,1,260,58
22,1,274,61
23,2,260,41
24,1,212,41
25,0,147,36
26,1,131,32
27,0,147,24
28,0,152,32
29,2,114,21
30,2,113,16
31,0,80,17
32,2,83,14
33,0,75,17
34,1,69,16
35,1,68,13
36,0,60,13
37,0,55,6
38,1,45,6
39,0,37,7
40,2,53,9
41,0,35,6
42,4,38,2
43,2,32,3
44,2,39,4
45,1,34,6
46,0,29,3
47,0,25,9
48,0,18,2
49,2,27,2
50,0,21,3
51,1,23,1
52,1,11,0
53,1,14,3
54,0,20,2
55,0,15,2
56,0,11,1
57,2,13,1
58,0,12,0
59,3,9,1
60,2,6,1
