"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,2025,171
2,21,4493,459
3,24,5674,650
4,17,5850,724
5,15,5182,805
6,20,4391,721
7,12,3508,634
8,12,3067,531
9,6,2412,453
10,4,1991,398
11,4,1621,308
12,7,1364,256
13,5,1030,244
14,8,889,180
15,2,800,151
16,10,633,120
17,8,519,128
18,8,462,94
19,7,406,92
20,3,326,74
21,2,255,57
22,2,273,61
23,6,255,40
24,4,208,40
25,1,145,36
26,3,128,31
27,5,145,24
28,3,152,32
29,3,112,21
30,4,113,16
31,7,79,17
32,1,83,14
33,7,71,17
34,2,67,16
35,2,68,13
36,4,60,13
37,0,56,6
38,4,42,7
39,0,36,7
40,3,53,8
41,1,33,6
42,2,36,2
43,3,31,3
44,4,35,4
45,3,36,6
46,1,28,3
47,5,26,9
48,2,19,2
49,3,27,2
50,1,21,3
51,3,21,1
52,3,11,0
53,6,14,3
54,2,19,2
55,3,13,2
56,1,11,1
57,5,12,1
58,2,11,0
59,4,12,1
60,1,7,1
