"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,37,1821,162
2,230,3977,432
3,123,4957,622
4,199,5149,684
5,114,4543,774
6,95,3882,683
7,89,3115,597
8,73,2689,496
9,69,2129,426
10,66,1717,373
11,64,1415,280
12,39,1200,233
13,41,913,225
14,45,786,157
15,27,703,142
16,33,557,107
17,25,440,123
18,16,409,81
19,8,360,80
20,15,289,69
21,13,218,50
22,15,232,53
23,9,225,36
24,10,182,39
25,9,133,32
26,12,108,27
27,7,119,22
28,8,127,28
29,7,96,20
30,7,98,15
31,4,66,17
32,10,71,12
33,7,68,15
34,7,56,12
35,4,56,13
36,3,49,13
37,5,46,6
38,5,39,5
39,5,29,6
40,2,40,7
41,3,27,5
42,4,31,2
43,3,32,3
44,1,31,4
45,1,27,6
46,7,26,3
47,3,25,8
48,1,17,2
49,1,23,2
50,6,15,3
51,2,20,1
52,0,8,0
53,0,11,2
54,1,19,1
55,2,11,2
56,4,12,1
57,1,8,1
58,1,10,0
59,1,9,1
60,3,6,1
