"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,28,1471,145
2,195,3098,381
3,105,3744,542
4,88,3986,584
5,119,3549,645
6,90,3046,576
7,78,2409,497
8,56,2122,405
9,79,1664,357
10,41,1351,317
11,33,1103,232
12,33,949,200
13,40,753,186
14,30,625,131
15,19,573,112
16,24,444,90
17,19,364,100
18,11,341,68
19,20,288,68
20,14,230,54
21,10,182,48
22,15,187,45
23,12,194,32
24,6,155,34
25,10,112,28
26,6,83,24
27,8,104,16
28,8,104,22
29,7,76,16
30,8,79,15
31,8,61,15
32,5,58,7
33,9,55,11
34,4,51,9
35,3,49,12
36,6,43,10
37,4,37,4
38,1,31,5
39,4,29,5
40,4,34,5
41,5,18,3
42,0,26,3
43,2,29,4
44,4,27,3
45,3,26,7
46,5,21,2
47,0,19,5
48,3,13,2
49,2,22,2
50,1,15,4
51,5,17,0
52,0,8,0
53,3,10,2
54,3,15,1
55,2,8,1
56,4,6,1
57,2,5,0
58,2,9,0
59,4,5,1
60,2,8,1
