"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,2042,172
2,10,4516,459
3,6,5695,652
4,10,5869,725
5,6,5211,808
6,3,4413,723
7,7,3536,637
8,6,3085,530
9,4,2422,453
10,3,2001,399
11,2,1634,309
12,2,1372,257
13,1,1035,246
14,3,896,180
15,1,805,153
16,2,641,120
17,5,522,128
18,2,462,94
19,6,409,92
20,1,325,74
21,2,257,58
22,1,272,61
23,0,257,41
24,0,210,41
25,1,148,36
26,3,133,32
27,3,147,24
28,1,151,32
29,4,113,21
30,4,113,16
31,3,81,17
32,3,83,14
33,1,73,17
34,0,69,16
35,0,68,13
36,3,58,13
37,1,56,6
38,1,43,6
39,3,36,7
40,4,54,8
41,1,33,6
42,2,37,2
43,1,31,3
44,5,38,4
45,0,33,6
46,5,29,3
47,2,24,9
48,2,20,2
49,1,28,2
50,0,21,3
51,3,20,2
52,0,12,0
53,1,13,3
54,1,21,2
55,0,13,2
56,3,11,1
57,2,11,1
58,3,14,0
59,1,10,1
60,4,8,1
