"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,27,1447,143
2,201,3031,378
3,111,3646,528
4,89,3883,569
5,105,3458,623
6,104,2973,561
7,73,2353,484
8,72,2065,386
9,67,1618,348
10,54,1330,305
11,39,1078,222
12,52,923,192
13,29,726,179
14,19,609,125
15,28,552,112
16,24,435,87
17,10,348,97
18,18,336,66
19,12,279,66
20,17,222,52
21,12,170,48
22,12,182,44
23,17,182,31
24,13,154,34
25,7,103,27
26,11,83,24
27,7,101,16
28,5,105,21
29,11,70,16
30,5,75,15
31,2,60,13
32,4,59,6
33,7,58,11
34,9,47,9
35,1,44,12
36,6,42,10
37,8,40,4
38,3,28,5
39,5,25,5
40,6,34,5
41,8,16,3
42,4,26,2
43,6,28,5
44,7,26,3
45,0,26,6
46,5,20,2
47,3,18,5
48,3,11,2
49,6,21,2
50,3,11,3
51,2,16,0
52,4,6,0
53,5,6,2
54,3,15,1
55,1,10,2
56,4,7,1
57,2,6,0
58,2,8,0
59,2,5,1
60,3,8,1
