"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,15,947,92
2,138,1981,237
3,115,2184,310
4,108,2319,340
5,116,2018,358
6,100,1739,316
7,90,1395,285
8,88,1164,194
9,57,915,189
10,38,789,160
11,57,586,120
12,48,504,86
13,37,417,89
14,41,335,53
15,37,295,53
16,23,229,43
17,17,174,46
18,24,164,28
19,24,154,24
20,24,104,25
21,17,71,24
22,32,81,21
23,13,81,14
24,16,60,20
25,16,47,13
26,16,46,11
27,12,51,4
28,20,45,11
29,18,30,4
30,11,29,4
31,6,17,4
32,14,24,1
33,12,23,5
34,14,20,2
35,19,18,6
36,10,14,4
37,8,14,4
38,6,11,2
39,10,10,2
40,8,13,0
41,5,6,1
42,10,13,0
43,4,12,1
44,0,7,2
45,5,12,4
46,2,12,1
47,3,10,2
48,3,7,0
49,4,11,0
50,0,8,2
51,3,6,0
52,0,2,0
53,2,4,0
54,3,7,0
55,0,3,0
56,3,1,1
57,2,3,1
58,1,1,0
59,0,0,1
60,1,1,1
