"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,24,939,92
2,93,1969,236
3,103,2167,309
4,122,2306,339
5,116,2010,356
6,112,1729,314
7,113,1374,282
8,66,1163,193
9,48,912,188
10,65,779,158
11,54,587,119
12,39,494,86
13,45,415,88
14,42,331,53
15,24,297,51
16,18,228,43
17,26,172,45
18,24,165,27
19,26,152,24
20,18,102,25
21,32,72,24
22,14,82,21
23,16,80,14
24,17,59,20
25,15,48,13
26,11,48,11
27,20,51,4
28,18,45,11
29,10,31,4
30,7,26,4
31,13,16,4
32,11,23,1
33,14,24,5
34,19,20,2
35,12,17,6
36,7,15,4
37,6,13,4
38,10,12,2
39,8,10,2
40,5,12,0
41,10,6,1
42,4,14,0
43,0,11,1
44,5,8,2
45,2,12,4
46,3,12,1
47,3,12,2
48,4,3,0
49,0,12,0
50,3,8,2
51,0,5,0
52,2,3,0
53,3,3,0
54,1,7,0
55,3,3,0
56,2,1,2
57,1,3,0
58,0,1,0
59,1,1,1
60,2,1,1
