"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,26,1355,132
2,136,2824,354
3,154,3393,487
4,155,3579,521
5,94,3178,568
6,61,2754,510
7,91,2155,438
8,69,1893,356
9,54,1473,313
10,49,1226,279
11,47,973,199
12,36,845,174
13,30,675,164
14,33,549,110
15,30,505,96
16,24,391,80
17,29,319,87
18,25,313,49
19,12,254,62
20,11,204,44
21,17,157,40
22,18,161,40
23,16,163,29
24,10,138,31
25,18,91,24
26,10,72,18
27,13,92,12
28,17,91,21
29,20,64,14
30,12,72,14
31,18,52,10
32,15,46,6
33,9,50,11
34,7,46,7
35,9,42,10
36,6,36,8
37,10,33,4
38,6,27,3
39,9,21,4
40,3,32,3
41,3,13,3
42,4,23,2
43,5,20,3
44,3,21,3
45,6,23,5
46,5,20,1
47,4,17,5
48,3,8,0
49,2,20,2
50,11,10,3
51,7,12,0
52,9,6,0
53,7,4,2
54,6,16,1
55,1,7,1
56,7,4,1
57,4,6,0
58,1,8,0
59,2,5,1
60,4,5,1
