"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,26,1103,108
2,121,2339,265
3,189,2557,351
4,176,2707,383
5,150,2361,419
6,117,2077,366
7,134,1621,328
8,72,1396,239
9,51,1095,219
10,75,911,189
11,54,705,142
12,45,601,105
13,44,499,111
14,47,401,66
15,22,356,64
16,23,270,59
17,30,223,59
18,25,208,33
19,31,195,38
20,21,150,29
21,24,99,28
22,14,107,29
23,13,107,20
24,19,88,21
25,18,63,19
26,19,54,12
27,10,64,8
28,17,62,15
29,11,44,6
30,9,48,7
31,9,31,6
32,18,34,4
33,10,34,8
34,12,28,3
35,15,27,8
36,14,22,4
37,4,21,4
38,9,20,3
39,13,17,3
40,9,19,0
41,11,7,2
42,16,23,0
43,9,12,1
44,6,15,2
45,12,18,5
46,10,12,2
47,6,10,3
48,6,6,0
49,9,14,1
50,6,9,2
51,3,8,0
52,10,3,0
53,6,5,1
54,5,10,0
55,11,5,0
56,7,5,1
57,4,4,0
58,3,5,1
59,4,2,1
60,7,2,1
