"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,16,1034,101
2,113,2177,250
3,140,2375,330
4,141,2540,363
5,67,2226,398
6,62,1946,346
7,79,1546,306
8,67,1297,218
9,53,1034,209
10,37,864,176
11,45,654,133
12,31,573,98
13,24,470,104
14,39,378,60
15,32,329,59
16,25,252,52
17,16,205,54
18,23,192,31
19,27,184,31
20,17,140,27
21,17,95,28
22,20,97,27
23,17,98,18
24,18,82,21
25,20,59,15
26,21,52,12
27,4,54,5
28,12,60,14
29,14,39,5
30,11,37,6
31,13,25,6
32,13,30,1
33,12,28,6
34,8,28,3
35,16,26,7
36,10,23,4
37,9,18,4
38,8,17,2
39,15,10,3
40,9,15,0
41,8,7,2
42,10,17,0
43,9,11,1
44,7,11,2
45,14,20,5
46,9,13,2
47,5,8,2
48,5,5,1
49,7,12,1
50,8,8,2
51,10,8,0
52,10,3,0
53,4,3,0
54,4,11,0
55,4,5,1
56,5,2,1
57,1,4,0
58,3,2,0
59,5,1,1
60,3,2,1
