"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,23,1057,104
2,177,2214,253
3,130,2410,336
4,116,2579,366
5,108,2268,401
6,113,1984,351
7,45,1558,309
8,52,1314,222
9,59,1058,212
10,42,874,179
11,36,660,135
12,34,580,99
13,37,478,105
14,27,382,60
15,23,340,62
16,28,259,54
17,27,209,56
18,17,197,31
19,7,184,35
20,20,141,28
21,19,96,28
22,16,107,27
23,15,102,19
24,21,83,21
25,15,59,16
26,16,50,12
27,21,60,7
28,17,59,14
29,4,39,5
30,10,45,6
31,14,28,6
32,10,29,1
33,12,27,7
34,15,29,3
35,12,24,7
36,9,24,4
37,16,19,4
38,10,16,2
39,9,12,3
40,7,17,0
41,14,6,2
42,9,16,0
43,10,12,1
44,11,12,2
45,8,18,5
46,6,11,2
47,14,11,3
48,8,6,0
49,5,13,1
50,4,10,3
51,8,7,0
52,9,2,0
53,9,4,0
54,9,11,0
55,4,3,0
56,5,3,1
57,3,4,1
58,5,2,0
59,1,2,1
60,2,1,1
