"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,36,1823,162
2,217,3993,433
3,241,4981,623
4,108,5182,686
5,174,4563,775
6,98,3890,686
7,72,3138,600
8,70,2699,498
9,54,2143,426
10,54,1727,374
11,55,1429,282
12,52,1207,234
13,32,917,225
14,36,787,159
15,37,708,142
16,19,558,109
17,27,443,123
18,21,414,81
19,14,365,80
20,6,289,69
21,13,219,50
22,11,235,54
23,12,229,36
24,11,181,39
25,9,132,32
26,7,110,27
27,13,121,23
28,7,126,28
29,8,96,20
30,7,97,15
31,7,69,17
32,2,72,12
33,7,67,15
34,4,57,12
35,5,53,13
36,2,50,13
37,4,46,6
38,2,40,5
39,5,29,6
40,4,39,7
41,2,28,5
42,3,31,2
43,3,30,3
44,4,32,4
45,1,29,6
46,1,25,3
47,6,23,9
48,2,19,2
49,1,23,2
50,1,16,3
51,5,20,1
52,2,9,0
53,0,11,2
54,0,19,1
55,1,11,2
56,2,10,1
57,4,10,1
58,1,9,0
59,1,10,1
60,1,6,1
