"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,30,1695,155
2,144,3648,410
3,176,4509,601
4,160,4749,661
5,144,4170,738
6,146,3584,653
7,90,2874,568
8,64,2489,463
9,56,1965,402
10,54,1590,354
11,47,1306,266
12,47,1112,225
13,38,863,218
14,43,727,150
15,34,653,133
16,20,513,100
17,20,417,115
18,20,388,78
19,16,339,77
20,20,276,63
21,21,209,50
22,9,216,51
23,7,215,36
24,7,173,37
25,8,128,31
26,8,103,27
27,4,114,20
28,13,120,26
29,2,83,18
30,2,86,15
31,4,63,17
32,9,69,11
33,4,61,15
34,0,54,11
35,1,50,13
36,4,47,13
37,3,43,4
38,6,41,5
39,4,30,5
40,3,39,6
41,0,26,5
42,4,32,2
43,4,30,3
44,3,28,4
45,2,27,6
46,3,23,4
47,3,22,7
48,1,16,2
49,4,24,2
50,3,14,3
51,2,19,0
52,4,9,1
53,2,13,2
54,3,20,1
55,3,11,1
56,0,9,1
57,0,7,0
58,1,9,0
59,2,9,1
60,2,7,1
