"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,31,1262,122
2,141,2682,315
3,130,3052,428
4,170,3198,451
5,133,2775,489
6,128,2452,435
7,122,1913,391
8,127,1661,306
9,60,1280,267
10,75,1061,236
11,56,852,178
12,61,735,136
13,59,594,137
14,43,475,90
15,53,442,83
16,32,328,71
17,33,263,76
18,25,255,43
19,30,220,51
20,22,173,41
21,25,125,31
22,20,132,37
23,9,134,26
24,8,110,23
25,13,76,24
26,25,64,13
27,20,80,11
28,19,77,17
29,17,50,10
30,9,58,10
31,3,35,8
32,15,44,5
33,6,42,9
34,6,33,5
35,12,31,8
36,6,24,5
37,5,24,4
38,5,25,3
39,4,20,3
40,6,32,2
41,4,8,3
42,6,23,1
43,4,16,2
44,5,16,3
45,2,22,5
46,4,12,2
47,5,13,4
48,8,9,0
49,4,19,2
50,5,9,4
51,3,12,0
52,0,5,0
53,2,6,2
54,6,14,0
55,3,8,0
56,0,4,2
57,1,4,0
58,3,7,0
59,0,2,1
60,2,6,1
