"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,26,933,92
2,152,1942,235
3,157,2141,307
4,142,2281,336
5,138,1987,352
6,71,1717,313
7,60,1372,281
8,84,1143,191
9,72,896,185
10,57,773,154
11,58,575,116
12,45,487,84
13,26,411,87
14,23,329,52
15,26,294,50
16,29,227,42
17,28,174,45
18,21,160,26
19,32,145,24
20,14,104,24
21,16,72,23
22,19,81,20
23,17,79,13
24,14,60,20
25,24,50,12
26,23,43,10
27,10,49,4
28,7,45,11
29,14,28,4
30,12,23,4
31,14,16,4
32,21,23,1
33,11,23,5
34,7,21,2
35,7,17,6
36,11,15,4
37,7,13,4
38,5,11,2
39,10,9,2
40,4,13,0
41,0,6,1
42,5,14,0
43,3,11,1
44,3,8,2
45,3,14,4
46,4,10,1
47,0,9,2
48,3,4,0
49,0,11,0
50,2,8,2
51,3,5,0
52,0,2,0
53,3,3,0
54,2,7,1
55,1,3,0
56,0,1,1
57,1,4,0
58,2,2,0
59,2,0,1
60,2,1,1
