"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,31,961,93
2,143,2020,238
3,122,2227,314
4,136,2366,341
5,100,2063,363
6,70,1781,322
7,72,1431,288
8,81,1193,199
9,54,935,193
10,51,802,162
11,61,606,123
12,42,512,87
13,17,435,91
14,36,344,53
15,35,308,55
16,26,229,45
17,32,177,47
18,25,173,28
19,18,161,25
20,10,114,25
21,15,82,25
22,12,85,22
23,19,83,15
24,13,61,20
25,28,51,13
26,11,47,11
27,13,50,4
28,14,46,11
29,12,32,4
30,12,30,4
31,15,21,4
32,15,27,1
33,10,28,5
34,3,21,2
35,12,22,6
36,10,16,4
37,14,15,4
38,16,12,2
39,9,8,2
40,7,14,0
41,5,6,2
42,8,15,0
43,5,11,1
44,4,7,2
45,9,11,4
46,4,12,1
47,0,8,2
48,4,5,0
49,2,13,1
50,1,7,2
51,3,9,0
52,4,2,0
53,0,4,0
54,3,8,0
55,0,3,0
56,2,2,1
57,4,3,0
58,0,1,0
59,3,0,1
60,2,0,2
