"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,3,2020,170
2,13,4480,460
3,20,5660,652
4,30,5830,722
5,28,5157,805
6,25,4381,718
7,18,3487,633
8,12,3049,529
9,23,2404,452
10,19,1979,398
11,20,1613,308
12,10,1364,254
13,7,1020,244
14,7,885,179
15,7,796,151
16,13,627,119
17,7,517,129
18,6,458,95
19,7,405,91
20,7,326,73
21,4,253,57
22,4,271,61
23,6,259,41
24,8,206,40
25,7,144,36
26,13,125,29
27,4,140,24
28,6,152,31
29,4,112,21
30,2,110,16
31,3,74,18
32,2,82,14
33,4,72,17
34,3,66,16
35,4,65,13
36,5,57,13
37,4,55,6
38,7,44,6
39,3,34,7
40,5,51,8
41,2,34,6
42,3,35,2
43,1,32,3
44,3,35,4
45,3,33,6
46,6,29,3
47,2,24,9
48,3,18,2
49,1,26,2
50,6,24,3
51,2,19,1
52,8,13,0
53,2,14,3
54,2,21,2
55,2,14,2
56,2,14,1
57,0,9,1
58,5,11,0
59,8,9,2
60,1,6,1
