"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,36,1199,117
2,141,2544,286
3,207,2849,394
4,162,2993,423
5,260,2611,457
6,134,2280,395
7,105,1788,369
8,97,1533,274
9,92,1172,246
10,86,994,211
11,72,770,159
12,57,668,122
13,41,548,124
14,25,448,78
15,37,402,77
16,40,296,64
17,28,232,70
18,43,241,39
19,31,203,43
20,22,162,34
21,9,112,30
22,22,121,35
23,14,118,23
24,16,99,22
25,11,65,22
26,17,60,13
27,13,71,9
28,5,71,15
29,11,50,10
30,12,51,8
31,8,33,7
32,12,42,5
33,9,37,9
34,8,31,3
35,4,29,8
36,5,24,5
37,8,22,4
38,7,22,3
39,6,15,3
40,9,27,2
41,7,9,2
42,4,21,1
43,5,19,1
44,11,16,2
45,6,23,5
46,3,13,3
47,9,14,3
48,9,7,0
49,4,17,2
50,3,11,2
51,7,13,0
52,6,3,0
53,9,4,2
54,6,13,0
55,6,4,0
56,4,3,1
57,8,3,0
58,7,5,0
59,4,2,1
60,2,5,1
