"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,18,1960,167
2,80,4333,446
3,102,5458,644
4,93,5623,712
5,75,4981,801
6,77,4224,712
7,52,3377,623
8,44,2939,522
9,47,2316,443
10,32,1900,391
11,27,1546,302
12,31,1304,249
13,30,984,234
14,15,853,172
15,21,765,150
16,17,599,116
17,25,487,125
18,9,449,89
19,17,396,89
20,12,306,72
21,9,237,51
22,5,259,55
23,10,245,38
24,10,195,40
25,19,140,35
26,5,119,28
27,6,132,23
28,3,145,30
29,8,107,20
30,8,103,15
31,13,74,17
32,3,79,13
33,3,71,17
34,8,58,14
35,2,57,13
36,4,52,13
37,6,51,6
38,9,42,6
39,5,29,6
40,6,44,8
41,5,30,6
42,4,32,2
43,5,32,3
44,5,33,4
45,3,31,6
46,2,27,3
47,6,27,9
48,0,18,2
49,7,25,2
50,4,21,3
51,3,22,1
52,3,11,0
53,4,12,2
54,0,19,1
55,3,11,2
56,1,11,1
57,1,8,1
58,1,11,0
59,1,10,1
60,0,6,1
