"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,2035,172
2,12,4513,459
3,12,5691,651
4,11,5866,725
5,7,5205,806
6,8,4405,722
7,5,3530,636
8,4,3077,530
9,3,2419,453
10,5,2002,398
11,4,1627,309
12,8,1369,256
13,6,1036,245
14,3,892,180
15,9,802,153
16,2,635,120
17,3,520,128
18,3,462,94
19,2,407,92
20,0,324,74
21,2,259,58
22,3,273,61
23,4,257,41
24,2,210,41
25,4,147,36
26,6,130,32
27,3,147,24
28,4,151,32
29,1,113,21
30,0,114,16
31,0,78,17
32,3,82,14
33,2,73,17
34,1,68,16
35,3,69,13
36,5,59,13
37,1,55,6
38,2,44,6
39,1,36,7
40,5,55,8
41,1,33,6
42,4,35,2
43,2,31,3
44,2,38,4
45,4,35,6
46,0,29,3
47,4,24,10
48,0,19,2
49,3,26,2
50,1,21,3
51,1,20,1
52,3,11,0
53,4,14,3
54,3,22,2
55,1,14,2
56,4,13,1
57,2,11,1
58,2,11,0
59,1,10,1
60,3,7,1
