"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,30,1663,153
2,153,3540,406
3,118,4370,596
4,145,4620,646
5,137,4069,719
6,142,3474,639
7,105,2789,557
8,113,2413,452
9,78,1906,398
10,47,1544,352
11,62,1269,262
12,50,1087,223
13,41,835,211
14,37,709,147
15,36,642,127
16,19,498,98
17,17,405,112
18,12,382,77
19,16,332,77
20,11,266,61
21,8,200,49
22,17,216,50
23,6,209,35
24,5,169,37
25,4,122,31
26,10,98,27
27,10,112,19
28,3,119,25
29,3,80,18
30,5,85,15
31,6,61,17
32,8,72,11
33,5,63,15
34,4,54,10
35,2,51,13
36,4,45,13
37,5,42,4
38,4,38,5
39,4,29,5
40,6,36,6
41,5,27,5
42,1,28,2
43,6,31,3
44,3,28,4
45,3,27,6
46,4,24,4
47,2,22,7
48,3,18,2
49,5,25,2
50,5,15,3
51,2,17,0
52,1,8,0
53,2,11,2
54,2,19,1
55,2,11,1
56,5,10,1
57,3,11,0
58,2,10,0
59,2,9,1
60,0,6,1
