"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,15,1966,167
2,67,4360,447
3,51,5505,645
4,51,5650,716
5,77,5011,802
6,79,4253,712
7,57,3389,625
8,57,2959,525
9,45,2332,447
10,37,1913,393
11,30,1550,302
12,27,1310,250
13,20,989,236
14,17,856,172
15,25,765,150
16,25,602,116
17,14,489,126
18,15,449,90
19,15,393,89
20,26,313,72
21,7,237,51
22,13,262,55
23,10,247,38
24,9,198,40
25,4,142,35
26,10,119,28
27,10,138,23
28,13,146,30
29,5,104,20
30,5,103,16
31,3,72,17
32,9,82,13
33,6,70,17
34,12,60,14
35,3,57,13
36,3,54,13
37,7,52,6
38,2,43,6
39,3,30,6
40,6,44,8
41,9,31,6
42,4,31,2
43,6,32,3
44,4,33,4
45,3,31,6
46,5,28,3
47,4,23,9
48,3,19,2
49,2,24,2
50,5,25,3
51,0,20,1
52,7,11,0
53,5,14,3
54,2,20,1
55,3,12,2
56,3,11,1
57,0,8,1
58,3,9,0
59,1,9,1
60,1,6,1
