"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,5,2020,170
2,12,4482,460
3,17,5663,652
4,20,5833,722
5,29,5160,805
6,30,4382,719
7,20,3490,634
8,18,3053,529
9,11,2404,452
10,21,1979,398
11,18,1609,308
12,18,1368,254
13,9,1021,244
14,6,884,179
15,6,795,151
16,7,630,119
17,11,517,129
18,7,459,95
19,6,402,91
20,7,328,73
21,7,254,57
22,4,271,61
23,4,257,41
24,6,207,40
25,8,146,36
26,7,124,29
27,12,142,24
28,4,150,31
29,5,113,21
30,4,110,16
31,2,76,17
32,3,81,15
33,1,72,17
34,4,65,16
35,3,66,13
36,3,58,13
37,5,54,6
38,4,42,6
39,7,36,7
40,3,50,8
41,5,34,6
42,2,36,2
43,3,32,3
44,1,35,4
45,3,34,6
46,3,28,3
47,6,25,9
48,2,18,2
49,3,26,2
50,1,20,3
51,6,23,1
52,2,10,0
53,8,16,3
54,2,20,2
55,2,15,2
56,2,11,1
57,2,12,1
58,0,12,0
59,5,9,1
60,8,6,2
