"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,2009,168
2,68,4431,457
3,42,5603,651
4,35,5740,717
5,53,5098,804
6,45,4326,713
7,28,3453,629
8,32,3006,527
9,33,2380,449
10,21,1947,396
11,9,1588,305
12,25,1345,254
13,27,1001,241
14,23,875,174
15,23,788,150
16,11,615,118
17,10,503,128
18,10,455,91
19,11,403,91
20,11,322,72
21,5,243,54
22,8,264,57
23,10,252,40
24,6,203,41
25,10,143,35
26,4,122,29
27,11,139,24
28,6,149,31
29,7,113,20
30,5,107,16
31,5,76,17
32,1,81,13
33,6,72,17
34,6,64,15
35,8,59,13
36,2,56,13
37,4,52,6
38,1,41,6
39,8,37,6
40,3,46,8
41,9,35,6
42,2,33,2
43,2,33,3
44,4,34,4
45,2,34,6
46,2,29,3
47,5,24,9
48,9,18,3
49,2,25,2
50,3,20,3
51,4,20,1
52,3,12,0
53,5,14,3
54,4,20,2
55,2,11,2
56,2,11,1
57,5,12,1
58,0,10,0
59,7,10,1
60,3,7,1
