"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,37,1130,112
2,240,2401,273
3,253,2621,363
4,140,2780,392
5,114,2433,433
6,149,2132,372
7,107,1662,336
8,93,1419,244
9,65,1111,223
10,79,925,196
11,52,725,143
12,31,618,106
13,56,513,117
14,23,418,70
15,34,362,66
16,25,275,61
17,31,218,60
18,19,216,35
19,18,200,39
20,21,152,32
21,21,101,29
22,27,109,30
23,20,111,21
24,25,91,21
25,10,62,19
26,11,54,12
27,17,66,8
28,15,65,15
29,16,47,7
30,8,45,7
31,13,31,7
32,9,35,5
33,6,38,9
34,6,33,3
35,13,28,8
36,9,22,5
37,9,21,4
38,16,19,3
39,12,13,3
40,5,22,0
41,9,10,2
42,13,23,0
43,9,13,1
44,10,14,2
45,14,21,5
46,9,10,2
47,5,11,3
48,12,4,0
49,11,16,1
50,5,9,2
51,6,10,0
52,9,2,0
53,6,5,2
54,3,11,0
55,8,5,0
56,5,3,1
57,5,3,0
58,11,5,0
59,7,5,1
60,4,4,1
