"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,0,2043,172
2,3,4516,459
3,7,5694,652
4,10,5869,725
5,5,5212,808
6,9,4413,723
7,5,3537,637
8,3,3082,530
9,5,2422,453
10,6,2004,399
11,4,1635,309
12,3,1372,257
13,2,1036,246
14,1,893,180
15,1,805,153
16,3,643,120
17,1,520,128
18,2,463,94
19,5,411,92
20,2,325,74
21,6,257,58
22,1,272,61
23,2,257,41
24,1,210,41
25,0,147,36
26,0,133,32
27,1,147,24
28,2,152,32
29,3,114,21
30,1,113,16
31,5,79,17
32,4,82,14
33,3,74,17
34,3,69,16
35,1,69,13
36,0,59,13
37,0,55,6
38,3,43,6
39,1,36,7
40,1,53,8
41,3,34,6
42,4,36,2
43,1,31,3
44,2,38,4
45,1,33,6
46,5,31,3
47,0,24,9
48,4,18,2
49,2,27,2
50,2,22,3
51,1,21,1
52,0,12,0
53,3,13,4
54,0,21,2
55,1,13,2
56,1,12,1
57,0,10,1
58,3,11,0
59,2,10,1
60,3,9,1
