"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,1991,167
2,43,4393,454
3,73,5557,648
4,47,5704,717
5,54,5059,803
6,46,4295,713
7,33,3434,628
8,17,2985,527
9,39,2355,447
10,35,1932,396
11,30,1576,304
12,32,1334,254
13,21,996,239
14,16,866,174
15,12,784,150
16,13,606,118
17,12,501,127
18,9,451,90
19,10,401,90
20,16,318,72
21,9,239,52
22,13,259,56
23,11,250,38
24,11,202,40
25,7,143,35
26,11,125,28
27,6,139,23
28,6,149,30
29,4,109,20
30,7,105,16
31,6,73,17
32,12,82,13
33,3,71,17
34,4,60,14
35,2,56,13
36,8,59,13
37,4,55,6
38,10,43,6
39,3,31,6
40,4,47,8
41,4,31,6
42,2,35,2
43,2,32,3
44,5,34,4
45,8,31,6
46,2,27,3
47,4,24,9
48,4,18,2
49,2,26,2
50,5,22,3
51,4,20,1
52,2,10,0
53,2,13,3
54,5,23,2
55,0,11,2
56,7,12,1
57,3,9,1
58,2,10,0
59,3,10,1
60,3,6,1
