"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,2013,169
2,28,4446,459
3,52,5625,651
4,41,5774,719
5,38,5116,805
6,29,4346,716
7,25,3469,631
8,25,3027,528
9,19,2387,451
10,25,1964,397
11,18,1596,306
12,18,1355,254
13,18,1010,243
14,19,881,174
15,8,791,151
16,6,618,118
17,14,509,129
18,16,460,92
19,13,404,91
20,19,324,72
21,6,245,56
22,7,268,58
23,6,253,41
24,7,204,41
25,7,144,36
26,3,124,29
27,6,137,24
28,4,153,31
29,5,111,20
30,8,105,16
31,5,75,17
32,11,84,13
33,3,73,17
34,6,66,15
35,4,63,13
36,3,57,13
37,1,54,6
38,4,42,6
39,5,33,6
40,7,50,8
41,2,32,6
42,3,33,2
43,1,31,3
44,6,39,4
45,2,32,6
46,8,31,3
47,2,25,9
48,2,20,2
49,2,26,2
50,2,23,3
51,0,21,1
52,5,10,0
53,8,13,4
54,2,19,2
55,3,12,2
56,5,11,1
57,2,9,1
58,5,12,0
59,4,10,1
60,2,6,1
