"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,24,1685,156
2,166,3613,409
3,183,4471,599
4,191,4710,657
5,113,4153,732
6,87,3564,652
7,69,2857,566
8,77,2480,461
9,61,1949,402
10,60,1576,352
11,52,1294,265
12,57,1107,225
13,39,858,215
14,24,723,150
15,22,650,131
16,25,515,100
17,22,412,114
18,23,384,78
19,25,339,77
20,7,273,63
21,11,202,50
22,8,214,51
23,10,216,35
24,10,175,37
25,5,128,31
26,13,101,27
27,3,112,20
28,2,121,26
29,4,84,18
30,9,86,15
31,5,62,17
32,0,68,11
33,1,60,15
34,3,54,11
35,4,51,13
36,7,49,13
37,4,45,4
38,3,41,5
39,0,28,5
40,4,37,6
41,4,26,5
42,3,31,2
43,2,31,3
44,3,29,4
45,3,27,6
46,1,23,4
47,4,22,7
48,3,16,2
49,2,23,2
50,4,15,4
51,2,20,0
52,3,10,0
53,3,13,2
54,0,18,1
55,0,9,1
56,1,9,1
57,2,7,0
58,2,10,0
59,3,11,1
60,4,7,1
