"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,18,1030,100
2,174,2151,249
3,87,2351,329
4,83,2519,359
5,116,2205,392
6,98,1925,340
7,72,1525,305
8,50,1292,218
9,57,1021,205
10,41,854,175
11,32,646,133
12,39,571,96
13,45,466,103
14,30,371,57
15,18,323,59
16,30,244,53
17,29,202,53
18,22,196,31
19,19,175,29
20,25,130,27
21,18,91,28
22,19,95,27
23,24,96,18
24,22,79,21
25,5,58,15
26,12,55,12
27,16,57,5
28,11,52,14
29,13,35,5
30,15,39,6
31,12,25,6
32,7,31,1
33,16,29,5
34,9,28,3
35,12,26,7
36,9,22,4
37,17,15,4
38,8,13,2
39,9,11,2
40,10,16,0
41,8,7,2
42,8,16,0
43,14,13,1
44,10,13,2
45,5,17,5
46,4,12,2
47,7,7,2
48,8,3,0
49,10,13,1
50,10,9,2
51,4,6,0
52,5,3,0
53,5,5,1
54,5,9,0
55,1,4,0
56,4,1,1
57,5,4,0
58,3,3,0
59,0,1,1
60,4,3,1
