"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,15,2015,169
2,37,4452,459
3,35,5638,651
4,57,5782,720
5,33,5129,806
6,29,4352,716
7,25,3470,632
8,22,3028,528
9,24,2391,452
10,19,1966,397
11,25,1600,307
12,20,1357,254
13,13,1011,243
14,14,883,176
15,15,793,151
16,6,618,118
17,6,511,129
18,12,459,93
19,12,403,91
20,11,325,72
21,19,247,56
22,7,268,59
23,7,254,41
24,5,203,41
25,6,144,35
26,6,124,30
27,3,138,24
28,5,152,31
29,4,113,20
30,5,106,16
31,7,74,17
32,5,82,13
33,11,75,17
34,3,64,15
35,6,64,13
36,4,58,13
37,3,54,6
38,1,42,6
39,4,34,7
40,3,49,8
41,7,33,6
42,2,33,2
43,3,31,3
44,1,34,4
45,6,37,6
46,2,28,3
47,8,27,9
48,2,19,2
49,2,28,2
50,2,20,3
51,2,22,1
52,0,11,0
53,6,14,3
54,8,19,3
55,2,12,2
56,3,11,1
57,4,8,1
58,3,12,0
59,5,10,1
60,4,7,1
