"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,11,2011,169
2,52,4441,458
3,42,5624,651
4,40,5773,718
5,30,5116,805
6,27,4345,715
7,26,3469,631
8,20,3027,528
9,27,2383,451
10,21,1962,397
11,19,1601,306
12,18,1353,254
13,21,1007,242
14,9,880,174
15,5,791,150
16,15,619,118
17,16,511,129
18,13,458,92
19,19,403,91
20,6,323,72
21,7,246,56
22,7,266,58
23,8,254,41
24,7,203,41
25,4,144,35
26,6,124,29
27,4,139,24
28,5,151,31
29,8,110,20
30,4,106,16
31,11,77,17
32,3,82,13
33,6,75,17
34,4,65,15
35,3,62,13
36,1,57,13
37,4,54,6
38,5,42,6
39,7,33,6
40,2,49,8
41,3,32,6
42,1,33,2
43,6,36,3
44,2,34,4
45,8,35,6
46,2,29,3
47,2,26,9
48,2,18,2
49,2,29,2
50,0,21,3
51,5,20,1
52,8,10,1
53,2,13,3
54,4,19,2
55,4,12,2
56,2,12,1
57,5,9,1
58,4,12,0
59,2,9,1
60,2,6,1
