"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,18,2011,169
2,46,4437,458
3,46,5617,651
4,41,5760,717
5,36,5111,805
6,30,4343,715
7,25,3466,630
8,31,3024,528
9,21,2382,451
10,20,1965,397
11,18,1600,306
12,22,1350,254
13,10,1005,242
14,5,880,174
15,16,791,150
16,16,621,118
17,15,508,128
18,19,457,92
19,6,402,91
20,8,324,72
21,7,245,56
22,8,268,58
23,8,253,41
24,5,202,41
25,6,144,35
26,4,126,29
27,5,137,24
28,9,150,31
29,4,111,20
30,11,108,16
31,3,75,17
32,7,84,13
33,4,74,17
34,3,64,15
35,1,62,13
36,4,57,13
37,5,54,6
38,7,42,6
39,2,32,6
40,3,49,8
41,1,32,6
42,6,38,2
43,2,31,3
44,8,37,4
45,2,33,6
46,2,30,3
47,2,24,9
48,2,21,2
49,0,27,2
50,5,20,3
51,8,20,2
52,3,10,0
53,3,13,3
54,4,19,2
55,3,13,2
56,5,12,1
57,4,9,1
58,2,11,0
59,2,9,1
60,5,10,1
