"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,26,1525,146
2,161,3201,385
3,148,3868,551
4,158,4087,604
5,79,3660,665
6,58,3143,588
7,76,2519,512
8,60,2202,414
9,46,1722,364
10,40,1404,326
11,49,1137,239
12,30,991,207
13,18,761,191
14,30,643,135
15,25,590,118
16,16,461,91
17,12,370,102
18,27,350,69
19,14,298,70
20,13,244,55
21,15,186,49
22,12,193,46
23,14,197,33
24,14,163,35
25,11,113,29
26,7,92,25
27,4,110,17
28,8,108,23
29,4,80,17
30,1,82,15
31,12,59,15
32,5,63,9
33,4,54,11
34,6,55,9
35,6,45,12
36,6,46,12
37,7,40,4
38,6,36,5
39,5,28,5
40,5,35,5
41,3,22,4
42,4,25,2
43,1,29,3
44,4,27,3
45,8,27,6
46,2,21,3
47,0,21,6
48,2,16,2
49,3,22,2
50,4,12,3
51,0,15,1
52,1,8,0
53,5,11,2
54,4,18,2
55,3,9,1
56,0,6,1
57,3,6,0
58,1,10,0
59,1,7,2
60,4,10,1
