"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,5,2021,170
2,26,4475,460
3,32,5660,652
4,34,5821,721
5,26,5157,805
6,21,4377,718
7,15,3483,633
8,28,3048,529
9,23,2404,452
10,23,1983,398
11,11,1608,308
12,8,1361,254
13,7,1019,244
14,8,883,179
15,15,794,151
16,10,627,118
17,10,514,129
18,7,461,95
19,9,402,91
20,4,326,72
21,4,252,57
22,7,273,61
23,9,258,41
24,7,203,40
25,14,145,36
26,4,124,29
27,6,142,24
28,4,152,31
29,2,112,21
30,3,108,17
31,2,75,17
32,4,82,14
33,3,75,17
34,3,64,16
35,5,63,13
36,4,58,13
37,7,57,6
38,3,42,6
39,5,35,7
40,2,51,8
41,3,33,6
42,1,35,2
43,3,32,3
44,3,34,4
45,7,33,6
46,2,28,3
47,3,24,9
48,1,18,2
49,6,30,2
50,2,20,3
51,8,22,1
52,2,11,0
53,2,16,3
54,2,19,2
55,2,16,2
56,0,12,1
57,5,8,1
58,8,11,1
59,1,9,1
60,2,6,1
