"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,9,2031,173
2,21,4506,459
3,12,5679,650
4,10,5863,724
5,12,5188,806
6,20,4401,721
7,15,3521,636
8,5,3068,530
9,14,2412,453
10,5,1994,398
11,7,1626,309
12,4,1366,256
13,4,1032,244
14,3,891,180
15,4,802,152
16,1,634,120
17,7,521,128
18,2,460,94
19,6,407,92
20,6,324,74
21,4,256,58
22,5,274,61
23,1,255,40
24,0,210,41
25,1,148,36
26,4,129,31
27,3,145,24
28,1,149,32
29,3,114,21
30,5,114,16
31,1,77,17
32,3,83,14
33,1,72,17
34,6,70,16
35,1,66,13
36,7,58,13
37,2,55,6
38,2,45,6
39,4,37,7
40,0,54,8
41,4,33,7
42,0,36,2
43,3,31,3
44,1,36,4
45,1,33,6
46,3,28,3
47,4,25,9
48,3,21,2
49,1,27,2
50,4,22,3
51,2,21,1
52,3,11,0
53,1,14,3
54,3,20,2
55,3,13,2
56,6,12,1
57,2,9,1
58,3,11,0
59,1,9,1
60,5,9,1
