"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,37,1291,123
2,168,2718,321
3,173,3129,436
4,129,3300,466
5,141,2861,511
6,76,2519,446
7,67,1970,404
8,89,1723,317
9,76,1353,275
10,65,1096,249
11,70,869,184
12,67,764,147
13,33,614,141
14,43,491,95
15,38,457,87
16,35,348,73
17,35,279,79
18,28,268,44
19,33,227,52
20,19,178,42
21,16,136,32
22,23,140,39
23,25,136,26
24,17,117,25
25,18,74,24
26,17,64,13
27,8,86,11
28,6,80,17
29,8,55,11
30,19,61,10
31,12,41,8
32,13,42,5
33,13,43,9
34,7,35,5
35,4,32,8
36,12,26,7
37,7,27,4
38,5,21,3
39,7,18,3
40,3,29,2
41,6,8,3
42,4,26,1
43,4,21,2
44,6,17,3
45,3,21,5
46,5,14,2
47,5,14,4
48,4,8,0
49,3,21,2
50,3,9,3
51,2,11,0
52,5,5,0
53,2,4,2
54,5,13,1
55,0,5,0
56,0,3,1
57,1,4,0
58,6,9,0
59,1,4,1
60,0,5,1
