"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,21,1922,165
2,114,4250,442
3,90,5298,641
4,87,5498,707
5,97,4867,795
6,114,4121,700
7,69,3316,615
8,53,2876,514
9,80,2251,439
10,59,1842,385
11,36,1508,299
12,41,1277,246
13,38,972,233
14,30,835,168
15,18,747,149
16,20,591,112
17,20,472,125
18,34,441,87
19,9,382,85
20,18,298,72
21,10,225,50
22,13,253,54
23,17,239,37
24,14,194,39
25,8,136,35
26,8,120,28
27,11,128,23
28,3,142,30
29,8,103,20
30,8,102,15
31,9,70,17
32,7,78,12
33,7,71,16
34,6,57,13
35,4,57,13
36,6,53,13
37,7,53,6
38,4,40,5
39,4,29,6
40,4,43,8
41,1,30,6
42,8,32,2
43,6,31,3
44,4,35,4
45,5,31,6
46,5,27,3
47,1,23,9
48,3,16,2
49,1,24,2
50,3,17,3
51,2,23,1
52,1,11,0
53,0,12,2
54,4,19,1
55,1,11,2
56,1,12,1
57,1,8,1
58,1,9,0
59,2,10,1
60,0,7,1
