"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,26,1531,146
2,159,3216,385
3,151,3882,553
4,134,4111,607
5,121,3671,668
6,65,3144,589
7,54,2528,514
8,64,2212,416
9,52,1730,365
10,34,1404,327
11,38,1146,240
12,42,994,207
13,26,761,191
14,16,646,135
15,23,593,118
16,22,461,92
17,15,373,102
18,10,349,69
19,26,299,70
20,13,245,55
21,12,186,48
22,17,195,47
23,11,197,33
24,13,162,35
25,14,115,29
26,11,92,25
27,6,109,17
28,5,111,23
29,9,79,17
30,3,83,15
31,1,57,15
32,12,63,8
33,4,58,12
34,4,50,9
35,5,49,12
36,7,44,12
37,7,43,4
38,6,33,5
39,6,29,5
40,5,36,5
41,5,21,4
42,3,26,2
43,4,29,3
44,1,26,3
45,4,28,6
46,7,23,3
47,2,19,6
48,0,14,2
49,2,25,2
50,3,13,3
51,4,15,0
52,0,7,1
53,2,9,2
54,5,20,1
55,4,9,2
56,3,6,1
57,0,6,0
58,3,9,0
59,1,6,1
60,1,9,2
