"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,24,1064,104
2,109,2225,254
3,159,2421,336
4,114,2588,366
5,104,2277,402
6,102,1990,351
7,105,1560,311
8,40,1320,222
9,42,1056,212
10,59,880,180
11,43,663,138
12,34,580,101
13,28,482,106
14,33,381,61
15,26,343,64
16,20,259,54
17,25,211,56
18,21,198,32
19,18,185,36
20,7,143,27
21,21,94,29
22,18,105,27
23,12,104,19
24,14,85,21
25,21,61,16
26,13,49,12
27,16,58,7
28,21,59,14
29,17,40,5
30,4,44,6
31,10,29,6
32,15,33,1
33,10,27,7
34,12,27,3
35,15,25,8
36,11,22,4
37,9,18,4
38,14,17,2
39,10,12,3
40,9,16,0
41,7,9,2
42,14,15,0
43,9,12,1
44,9,12,2
45,11,18,5
46,9,11,2
47,6,9,3
48,14,6,0
49,8,15,1
50,5,9,2
51,4,9,1
52,8,2,0
53,8,3,0
54,10,11,0
55,9,4,0
56,4,2,1
57,3,4,0
58,4,3,1
59,5,1,1
60,1,2,1
