"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,30,1712,156
2,188,3702,413
3,139,4559,605
4,134,4803,662
5,169,4228,748
6,120,3631,658
7,98,2894,570
8,96,2513,468
9,56,1986,404
10,46,1612,356
11,35,1316,266
12,38,1125,227
13,30,868,220
14,32,731,152
15,31,660,134
16,29,517,102
17,30,419,116
18,17,388,79
19,13,342,80
20,13,280,65
21,16,208,50
22,17,216,51
23,18,220,36
24,4,174,37
25,6,126,31
26,6,102,27
27,8,114,20
28,9,122,26
29,4,86,18
30,12,86,15
31,3,63,17
32,2,68,12
33,3,63,15
34,9,55,11
35,3,52,13
36,0,47,13
37,1,43,4
38,3,38,5
39,3,28,6
40,6,40,6
41,4,27,5
42,3,33,2
43,1,31,3
44,4,28,4
45,4,26,6
46,3,24,3
47,2,22,8
48,1,17,2
49,3,23,2
50,1,14,3
51,4,20,0
52,3,8,0
53,2,12,2
54,4,19,2
55,2,11,1
56,3,11,1
57,3,9,0
58,0,9,0
59,0,9,1
60,1,6,1
