"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,21,958,92
2,125,2018,238
3,168,2218,314
4,110,2351,340
5,86,2051,361
6,82,1769,320
7,98,1414,288
8,64,1183,198
9,58,929,192
10,73,797,160
11,41,601,121
12,27,512,87
13,45,421,89
14,41,343,53
15,26,298,55
16,35,228,45
17,28,177,47
18,21,171,28
19,12,161,24
20,18,107,24
21,17,79,25
22,21,84,21
23,13,82,15
24,28,62,20
25,13,49,13
26,13,46,11
27,15,50,4
28,13,44,11
29,12,34,4
30,17,31,4
31,16,18,4
32,10,29,1
33,3,26,5
34,15,20,2
35,11,19,6
36,15,16,4
37,16,14,4
38,9,11,2
39,7,10,2
40,5,13,0
41,9,6,1
42,7,14,0
43,4,11,1
44,10,7,2
45,4,12,4
46,0,11,1
47,5,10,2
48,2,4,0
49,2,12,0
50,3,11,2
51,4,5,0
52,0,3,0
53,3,4,0
54,0,7,0
55,3,4,0
56,3,1,1
57,0,3,0
58,3,1,0
59,2,0,2
60,1,0,1
