"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,2027,171
2,24,4491,459
3,17,5664,650
4,26,5842,724
5,11,5179,805
6,17,4392,721
7,19,3501,634
8,9,3063,531
9,6,2409,453
10,12,1990,398
11,5,1619,308
12,9,1364,255
13,5,1027,244
14,12,887,180
15,12,798,151
16,11,633,120
17,7,521,128
18,2,460,94
19,2,404,92
20,2,328,74
21,7,255,57
22,6,271,61
23,2,254,40
24,3,206,40
25,5,145,36
26,4,129,31
27,3,145,24
28,3,154,32
29,8,113,21
30,2,109,16
31,8,77,17
32,2,81,14
33,3,73,17
34,5,68,16
35,0,67,13
36,4,57,14
37,0,56,6
38,4,42,6
39,3,35,7
40,2,54,8
41,3,33,6
42,4,35,2
43,4,34,3
44,1,34,4
45,5,35,6
46,2,29,3
47,3,25,9
48,1,19,2
49,3,27,2
50,3,20,3
51,6,21,1
52,2,11,0
53,3,13,3
54,1,19,2
55,5,16,2
56,2,11,1
57,5,11,1
58,1,12,0
59,2,11,1
60,2,6,1
