"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,38,855,89
2,147,1776,221
3,120,1963,289
4,147,2073,321
5,132,1779,335
6,125,1538,295
7,96,1229,254
8,145,998,171
9,68,798,166
10,60,685,141
11,63,487,101
12,57,427,78
13,54,358,70
14,49,290,48
15,42,253,44
16,33,197,31
17,21,145,41
18,39,143,21
19,17,123,19
20,29,87,20
21,22,63,15
22,20,74,17
23,10,69,13
24,6,50,19
25,21,43,11
26,12,35,8
27,10,38,5
28,18,35,9
29,11,24,4
30,0,24,4
31,8,13,3
32,6,17,1
33,5,20,3
34,3,21,2
35,6,14,5
36,2,14,4
37,5,8,4
38,0,9,2
39,2,7,2
40,5,12,0
41,0,5,1
42,4,11,0
43,1,9,2
44,2,7,2
45,1,9,4
46,2,8,0
47,2,9,2
48,2,3,0
49,2,10,0
50,3,9,1
51,0,4,0
52,1,2,0
53,2,3,0
54,0,7,0
55,0,1,0
56,1,1,1
57,0,3,0
58,1,1,0
59,1,0,1
60,1,1,1
