"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,16,1946,167
2,104,4310,445
3,140,5399,642
4,85,5577,707
5,79,4935,798
6,90,4188,708
7,58,3360,618
8,49,2911,520
9,56,2296,440
10,56,1873,388
11,28,1530,301
12,29,1293,248
13,33,976,234
14,35,847,172
15,16,756,149
16,25,601,114
17,13,484,125
18,12,448,89
19,5,390,88
20,12,304,72
21,12,233,51
22,25,251,55
23,6,241,37
24,11,194,40
25,4,139,35
26,9,121,28
27,10,131,23
28,12,146,30
29,3,104,20
30,4,104,15
31,10,72,17
32,2,80,12
33,7,71,17
34,6,58,13
35,9,57,13
36,5,51,13
37,7,54,6
38,5,39,6
39,4,30,6
40,5,45,8
41,6,30,6
42,3,31,2
43,4,29,3
44,5,35,4
45,0,29,6
46,8,29,3
47,5,25,9
48,3,20,2
49,3,25,2
50,5,19,3
51,1,22,1
52,3,10,0
53,1,12,2
54,3,19,1
55,1,13,2
56,1,12,1
57,0,8,1
58,3,9,0
59,1,9,1
60,1,7,1
