"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,14,1798,160
2,95,3913,425
3,126,4843,617
4,130,5051,676
5,167,4457,763
6,134,3799,675
7,137,3043,589
8,65,2617,488
9,77,2086,421
10,66,1686,371
11,54,1382,276
12,50,1183,232
13,33,900,221
14,33,778,155
15,15,688,141
16,19,549,107
17,21,431,121
18,18,403,80
19,13,354,80
20,17,287,67
21,12,215,51
22,16,228,53
23,7,220,36
24,8,181,39
25,8,130,31
26,19,108,27
27,11,116,22
28,13,122,26
29,18,89,20
30,8,94,15
31,7,67,17
32,8,72,12
33,9,67,15
34,8,56,12
35,8,54,13
36,2,50,13
37,3,45,6
38,4,40,5
39,4,31,6
40,4,39,6
41,2,27,5
42,9,31,2
43,2,32,3
44,1,30,4
45,3,28,6
46,5,25,3
47,3,22,8
48,1,16,2
49,0,23,2
50,2,14,3
51,2,19,0
52,4,10,0
53,4,12,2
54,2,20,1
55,0,10,2
56,3,9,1
57,4,8,1
58,3,9,0
59,2,10,1
60,1,6,1
