"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,30,1783,159
2,172,3888,424
3,196,4808,616
4,186,5013,675
5,177,4422,762
6,80,3789,674
7,89,3037,587
8,82,2608,486
9,70,2075,420
10,65,1683,368
11,35,1374,273
12,36,1177,232
13,16,895,221
14,23,769,155
15,25,683,141
16,20,547,107
17,14,428,121
18,19,405,80
19,16,356,80
20,17,285,67
21,7,212,51
22,9,227,53
23,8,221,36
24,19,182,39
25,13,128,31
26,13,105,27
27,20,117,22
28,9,121,26
29,8,88,20
30,8,95,15
31,9,68,17
32,9,69,12
33,9,66,15
34,1,58,12
35,4,55,13
36,4,49,13
37,4,46,6
38,4,41,5
39,2,29,6
40,9,38,6
41,1,27,5
42,1,32,2
43,2,32,3
44,6,30,4
45,3,28,6
46,1,24,3
47,0,21,8
48,2,16,2
49,2,23,2
50,4,16,3
51,3,20,0
52,2,10,0
53,0,11,2
54,3,18,1
55,4,10,2
56,3,9,1
57,2,8,1
58,2,10,0
59,2,9,1
60,1,6,1
