"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,33,1302,124
2,132,2741,325
3,144,3159,443
4,136,3333,474
5,130,2882,516
6,95,2541,454
7,104,1982,409
8,62,1729,320
9,51,1365,279
10,71,1111,254
11,55,888,186
12,47,767,152
13,51,622,144
14,57,496,95
15,32,459,92
16,35,348,73
17,33,283,82
18,30,269,44
19,32,232,52
20,25,187,43
21,25,139,32
22,17,145,39
23,13,141,26
24,19,118,26
25,21,73,24
26,14,66,13
27,20,85,11
28,15,80,17
29,6,55,11
30,6,61,10
31,9,42,8
32,18,44,5
33,11,46,9
34,13,36,5
35,12,33,8
36,7,25,7
37,4,25,4
38,13,23,3
39,7,18,3
40,5,29,2
41,8,9,3
42,4,22,1
43,6,18,2
44,3,20,3
45,3,22,5
46,4,15,2
47,2,15,4
48,4,7,0
49,4,19,2
50,4,11,3
51,2,12,0
52,3,5,0
53,2,4,2
54,5,13,0
55,2,5,0
56,5,3,2
57,0,3,0
58,0,8,0
59,1,3,1
60,6,6,1
